time_ISO	occupancy	number_date_hour	day_text	hour	time_HH_MM
2026-01-21T12:58:24.479755+01:00	16	46043,54056	St	12	12:58
2026-01-21T13:58:09.808346+01:00	13	46043,58205	St	13	13:58
2026-01-21T14:49:36.761885+01:00	25	46043,61778	St	14	14:49
2026-01-21T15:18:04.937466+01:00	19	46043,63755	St	15	15:18
2026-01-21T15:53:22.774193+01:00	24	46043,66206	St	15	15:53
2026-01-21T16:21:46.919407+01:00	26	46043,68178	St	16	16:21
2026-01-21T16:53:01.308349+01:00	30	46043,70348	St	16	16:53
2026-01-21T17:23:40.366395+01:00	30	46043,72477	St	17	17:23
2026-01-21T18:34:31.933396+01:00	30	46043,77397	St	18	18:34
2026-01-21T19:10:03.632336+01:00	30	46043,79865	St	19	19:10
2026-01-21T19:59:21.079968+01:00	30	46043,83288	St	19	19:59
2026-01-21T20:32:57.674365+01:00	25	46043,85622	St	20	20:32
2026-01-21T20:56:18.355871+01:00	17	46043,87243	St	20	20:56
2026-01-22T08:23:48.159482+01:00	0	46044,34986	Čt	8	08:23
2026-01-22T08:46:19.093790+01:00	0	46044,3655	Čt	8	08:46
2026-01-22T08:57:13.398677+01:00	0	46044,37307	Čt	8	08:57
2026-01-22T09:33:40.880292+01:00	13	46044,39838	Čt	9	09:33
2026-01-22T10:02:03.109921+01:00	14	46044,41809	Čt	10	10:02
2026-01-22T10:42:20.651842+01:00	15	46044,44606	Čt	10	10:42
2026-01-22T10:59:19.352220+01:00	14	46044,45786	Čt	10	10:59
2026-01-22T11:35:22.793358+01:00	12	46044,48289	Čt	11	11:35
2026-01-22T11:57:51.393857+01:00	8	46044,49851	Čt	11	11:57
2026-01-22T12:24:49.079554+01:00	10	46044,51723	Čt	12	12:24
2026-01-22T12:43:18.878500+01:00	12	46044,53007	Čt	12	12:43
2026-01-22T12:55:53.240403+01:00	13	46044,53881	Čt	12	12:55
2026-01-22T13:42:10.610741+01:00	16	46044,57095	Čt	13	13:42
2026-01-22T14:34:20.097019+01:00	12	46044,60718	Čt	14	14:34
2026-01-22T15:04:07.022701+01:00	22	46044,62786	Čt	15	15:04
2026-01-22T15:44:12.215921+01:00	28	46044,65569	Čt	15	15:44
2026-01-22T16:03:58.506265+01:00	27	46044,66942	Čt	16	16:03
2026-01-22T16:43:00.329977+01:00	19	46044,69653	Čt	16	16:43
2026-01-22T17:01:55.712903+01:00	18	46044,70966	Čt	17	17:01
2026-01-22T17:47:25.774589+01:00	21	46044,74126	Čt	17	17:47
2026-01-22T18:16:50.882786+01:00	30	46044,76169	Čt	18	18:16
2026-01-22T18:48:05.582799+01:00	28	46044,78339	Čt	18	18:48
2026-01-22T19:01:17.600562+01:00	29	46044,79256	Čt	19	19:01
2026-01-22T19:48:54.134405+01:00	23	46044,82563	Čt	19	19:48
2026-01-22T20:13:37.789902+01:00	16	46044,84279	Čt	20	20:13
2026-01-22T20:37:18.238681+01:00	8	46044,85924	Čt	20	20:37
2026-01-22T20:50:50.769264+01:00	8	46044,86863	Čt	20	20:50
2026-01-22T20:59:48.642471+01:00	4	46044,87486	Čt	20	20:59
2026-01-23T08:22:11.701599+01:00	0	46045,34874	Pá	8	08:22
2026-01-23T08:42:42.304673+01:00	0	46045,36299	Pá	8	08:42
2026-01-23T08:53:42.928671+01:00	2	46045,37063	Pá	8	08:53
2026-01-23T09:18:35.373431+01:00	16	46045,38791	Pá	9	09:18
2026-01-23T09:49:40.039951+01:00	21	46045,40949	Pá	9	09:49
2026-01-23T10:16:33.353941+01:00	20	46045,42816	Pá	10	10:16
2026-01-23T10:46:43.273478+01:00	18	46045,44911	Pá	10	10:46
2026-01-23T10:59:18.789127+01:00	17	46045,45785	Pá	10	10:59
2026-01-23T11:32:13.646121+01:00	16	46045,48071	Pá	11	11:32
2026-01-23T11:54:22.572159+01:00	17	46045,49609	Pá	11	11:54
2026-01-23T12:15:31.806316+01:00	17	46045,51078	Pá	12	12:15
2026-01-23T12:35:10.496268+01:00	15	46045,52442	Pá	12	12:35
2026-01-23T12:49:16.689922+01:00	19	46045,53421	Pá	12	12:49
2026-01-23T12:58:03.651182+01:00	16	46045,54031	Pá	12	12:58
2026-01-23T13:53:57.851730+01:00	11	46045,57913	Pá	13	13:53
2026-01-23T14:37:03.883962+01:00	18	46045,60906	Pá	14	14:37
2026-01-23T15:01:12.160237+01:00	24	46045,62583	Pá	15	15:01
2026-01-23T15:35:24.890262+01:00	28	46045,64958	Pá	15	15:35
2026-01-23T15:56:23.972116+01:00	30	46045,66416	Pá	15	15:56
2026-01-23T16:24:18.228481+01:00	30	46045,68354	Pá	16	16:24
2026-01-23T16:47:09.242044+01:00	26	46045,69941	Pá	16	16:47
2026-01-23T17:01:09.192986+01:00	30	46045,70913	Pá	17	17:01
2026-01-23T17:41:54.221213+01:00	30	46045,73743	Pá	17	17:41
2026-01-23T18:03:28.711004+01:00	29	46045,75241	Pá	18	18:03
2026-01-23T18:34:19.439496+01:00	30	46045,77383	Pá	18	18:34
2026-01-23T18:51:32.376028+01:00	30	46045,78579	Pá	18	18:51
2026-01-23T18:59:48.103306+01:00	30	46045,79153	Pá	18	18:59
2026-01-23T19:45:29.234185+01:00	29	46045,82325	Pá	19	19:45
2026-01-23T20:05:23.541322+01:00	26	46045,83707	Pá	20	20:05
2026-01-23T20:32:06.712305+01:00	18	46045,85563	Pá	20	20:32
2026-01-23T20:44:52.938098+01:00	15	46045,86449	Pá	20	20:44
2026-01-23T20:53:59.361171+01:00	10	46045,87082	Pá	20	20:53
2026-01-23T21:16:53.265289+01:00	0	46045,88672	Pá	21	21:16
2026-01-24T08:16:36.381032+01:00	N/A	46046,34486	So	8	08:16
2026-01-24T08:33:26.714176+01:00	0	46046,35655	So	8	08:33
2026-01-24T08:44:41.374660+01:00	0	46046,36436	So	8	08:44
2026-01-24T08:53:08.998419+01:00	0	46046,37023	So	8	08:53
2026-01-24T09:14:53.038026+01:00	6	46046,38534	So	9	09:14
2026-01-24T09:43:20.876003+01:00	10	46046,40509	So	9	09:43
2026-01-24T09:57:37.314601+01:00	9	46046,41501	So	9	09:57
2026-01-24T10:22:20.111433+01:00	5	46046,43218	So	10	10:22
2026-01-24T10:39:02.183959+01:00	6	46046,44377	So	10	10:39
2026-01-24T10:49:32.665455+01:00	7	46046,45106	So	10	10:49
2026-01-24T10:58:24.539661+01:00	10	46046,45722	So	10	10:58
2026-01-24T11:25:48.901807+01:00	12	46046,47625	So	11	11:25
2026-01-24T11:44:12.634279+01:00	12	46046,48903	So	11	11:44
2026-01-24T11:54:16.682149+01:00	11	46046,49602	So	11	11:54
2026-01-24T12:11:56.258124+01:00	13	46046,50829	So	12	12:11
2026-01-24T12:28:56.557749+01:00	16	46046,52009	So	12	12:28
2026-01-24T12:41:26.749541+01:00	17	46046,52877	So	12	12:41
2026-01-24T12:49:53.016712+01:00	17	46046,53464	So	12	12:49
2026-01-24T12:57:59.044515+01:00	13	46046,54027	So	12	12:57
2026-01-24T13:46:27.279366+01:00	13	46046,57392	So	13	13:46
2026-01-24T14:21:43.139409+01:00	14	46046,59841	So	14	14:21
2026-01-24T14:45:33.799754+01:00	16	46046,61497	So	14	14:45
2026-01-24T14:56:04.989888+01:00	16	46046,62227	So	14	14:56
2026-01-24T15:17:38.034437+01:00	17	46046,63725	So	15	15:17
2026-01-24T15:38:51.394820+01:00	18	46046,65198	So	15	15:38
2026-01-24T15:51:11.920491+01:00	20	46046,66054	So	15	15:51
2026-01-24T15:59:31.178105+01:00	20	46046,66633	So	15	15:59
2026-01-24T16:27:02.233785+01:00	29	46046,68544	So	16	16:27
2026-01-24T16:41:26.704756+01:00	30	46046,69544	So	16	16:41
2026-01-24T16:50:45.543128+01:00	30	46046,70191	So	16	16:50
2026-01-24T16:59:27.186464+01:00	28	46046,70795	So	16	16:59
2026-01-24T17:32:33.403043+01:00	30	46046,73094	So	17	17:32
2026-01-24T17:51:32.532425+01:00	27	46046,74412	So	17	17:51
2026-01-24T17:59:54.160984+01:00	27	46046,74993	So	17	17:59
2026-01-24T18:24:51.461071+01:00	30	46046,76726	So	18	18:24
2026-01-24T18:40:31.434665+01:00	28	46046,77814	So	18	18:40
2026-01-24T18:50:05.657093+01:00	26	46046,78478	So	18	18:50
2026-01-24T18:58:53.482820+01:00	24	46046,79089	So	18	18:58
2026-01-24T19:36:43.808963+01:00	13	46046,81716	So	19	19:36
2026-01-24T19:56:22.652640+01:00	6	46046,83081	So	19	19:56
2026-01-24T20:15:48.352929+01:00	0	46046,84431	So	20	20:15
2026-01-24T20:29:34.393474+01:00	0	46046,85387	So	20	20:29
2026-01-24T20:40:46.472902+01:00	0	46046,86164	So	20	20:40
2026-01-24T20:49:20.505709+01:00	0	46046,86759	So	20	20:49
2026-01-24T20:57:20.749774+01:00	0	46046,87315	So	20	20:57
2026-01-25T08:18:21.566674+01:00	0	46047,34608	Ne	8	08:18
2026-01-25T08:37:31.974134+01:00	0	46047,35939	Ne	8	08:37
2026-01-25T08:48:06.048128+01:00	0	46047,36674	Ne	8	08:48
2026-01-25T08:56:55.670983+01:00	0	46047,37286	Ne	8	08:56
2026-01-25T09:27:19.865887+01:00	14	46047,39397	Ne	9	09:27
2026-01-25T09:50:07.639398+01:00	21	46047,4098	Ne	9	09:50
2026-01-25T10:00:20.821333+01:00	22	46047,4169	Ne	10	10:00
2026-01-25T10:30:34.411281+01:00	22	46047,43789	Ne	10	10:30
2026-01-25T10:45:40.066373+01:00	18	46047,44838	Ne	10	10:45
2026-01-25T10:54:50.793422+01:00	18	46047,45475	Ne	10	10:54
2026-01-25T11:16:23.642778+01:00	18	46047,46971	Ne	11	11:16
2026-01-25T11:41:47.644290+01:00	18	46047,48735	Ne	11	11:41
2026-01-25T11:54:14.215131+01:00	21	46047,496	Ne	11	11:54
2026-01-25T12:11:24.872847+01:00	19	46047,50792	Ne	12	12:11
2026-01-25T12:29:15.343570+01:00	20	46047,52031	Ne	12	12:29
2026-01-25T12:41:56.667816+01:00	21	46047,52912	Ne	12	12:41
2026-01-25T12:50:41.724309+01:00	24	46047,5352	Ne	12	12:50
2026-01-25T12:59:10.096807+01:00	24	46047,54109	Ne	12	12:59
2026-01-25T13:54:27.205451+01:00	27	46047,57948	Ne	13	13:54
2026-01-25T14:27:49.682852+01:00	22	46047,60265	Ne	14	14:27
2026-01-25T14:50:15.894503+01:00	24	46047,61823	Ne	14	14:50
2026-01-25T14:59:10.126572+01:00	28	46047,62442	Ne	14	14:59
2026-01-25T15:25:02.171304+01:00	26	46047,64238	Ne	15	15:25
2026-01-25T15:42:04.281036+01:00	29	46047,65421	Ne	15	15:42
2026-01-25T15:52:47.701016+01:00	29	46047,66166	Ne	15	15:52
2026-01-25T16:09:37.925922+01:00	30	46047,67334	Ne	16	16:09
2026-01-25T16:32:14.967192+01:00	26	46047,68905	Ne	16	16:32
2026-01-25T16:45:46.555679+01:00	27	46047,69845	Ne	16	16:45
2026-01-25T16:54:35.342620+01:00	23	46047,70457	Ne	16	16:54
2026-01-25T17:18:16.984863+01:00	22	46047,72102	Ne	17	17:18
2026-01-25T17:44:42.709718+01:00	16	46047,73938	Ne	17	17:44
2026-01-25T17:58:03.727979+01:00	19	46047,74865	Ne	17	17:58
2026-01-25T18:20:16.081590+01:00	29	46047,76407	Ne	18	18:20
2026-01-25T18:38:41.323921+01:00	30	46047,77686	Ne	18	18:38
2026-01-25T18:49:26.367829+01:00	30	46047,78433	Ne	18	18:49
2026-01-25T18:58:14.654172+01:00	30	46047,79044	Ne	18	18:58
2026-01-25T19:34:34.449157+01:00	21	46047,81567	Ne	19	19:34
2026-01-25T19:55:16.680276+01:00	14	46047,83005	Ne	19	19:55
2026-01-25T20:13:32.501351+01:00	0	46047,84273	Ne	20	20:13
2026-01-25T20:29:10.784870+01:00	0	46047,85359	Ne	20	20:29
2026-01-25T20:41:24.630085+01:00	0	46047,86208	Ne	20	20:41
2026-01-25T20:49:50.574007+01:00	0	46047,86794	Ne	20	20:49
2026-01-25T20:58:15.366543+01:00	0	46047,87378	Ne	20	20:58
2026-01-26T08:23:43.247482+01:00	0	46048,3498	Po	8	08:23
2026-01-26T08:45:48.235013+01:00	0	46048,36514	Po	8	08:45
2026-01-26T08:56:42.253911+01:00	0	46048,37271	Po	8	08:56
2026-01-26T09:32:15.672948+01:00	6	46048,3974	Po	9	09:32
2026-01-26T10:00:31.536262+01:00	9	46048,41703	Po	10	10:00
2026-01-26T10:43:47.982576+01:00	14	46048,44707	Po	10	10:43
2026-01-26T11:00:34.921686+01:00	14	46048,45873	Po	11	11:00
2026-01-26T11:37:23.086108+01:00	12	46048,48429	Po	11	11:37
2026-01-26T11:57:12.398153+01:00	11	46048,49806	Po	11	11:57
2026-01-26T12:21:18.625019+01:00	8	46048,51479	Po	12	12:21
2026-01-26T12:38:38.861988+01:00	6	46048,52683	Po	12	12:38
2026-01-26T12:51:00.559749+01:00	6	46048,53542	Po	12	12:51
2026-01-26T12:59:13.986451+01:00	7	46048,54112	Po	12	12:59
2026-01-26T14:01:34.206214+01:00	13	46048,58442	Po	14	14:01
2026-01-26T14:50:51.749507+01:00	12	46048,61865	Po	14	14:50
2026-01-26T15:17:02.448650+01:00	11	46048,63683	Po	15	15:17
2026-01-26T15:50:00.176778+01:00	14	46048,65972	Po	15	15:50
2026-01-26T16:15:56.201819+01:00	14	46048,67773	Po	16	16:15
2026-01-26T16:46:50.590806+01:00	16	46048,69919	Po	16	16:46
2026-01-26T17:02:20.984719+01:00	13	46048,70995	Po	17	17:02
2026-01-26T17:47:55.341997+01:00	18	46048,74161	Po	17	17:47
2026-01-26T18:17:31.825165+01:00	22	46048,76216	Po	18	18:17
2026-01-26T18:47:58.226585+01:00	25	46048,78331	Po	18	18:47
2026-01-26T19:00:47.447557+01:00	23	46048,79221	Po	19	19:00
2026-01-26T19:50:04.973321+01:00	22	46048,82644	Po	19	19:50
2026-01-26T20:14:21.377597+01:00	20	46048,8433	Po	20	20:14
2026-01-26T20:36:34.160626+01:00	8	46048,85873	Po	20	20:36
2026-01-26T20:50:32.470432+01:00	4	46048,86843	Po	20	20:50
2026-01-26T20:59:16.205852+01:00	1	46048,87449	Po	20	20:59
2026-01-27T08:24:02.225056+01:00	0	46049,35002	Út	8	08:24
2026-01-27T08:47:06.576052+01:00	0	46049,36604	Út	8	08:47
2026-01-27T08:58:05.655056+01:00	0	46049,37367	Út	8	08:58
2026-01-27T09:37:20.584788+01:00	7	46049,40093	Út	9	09:37
2026-01-27T10:02:03.506995+01:00	13	46049,41809	Út	10	10:02
2026-01-27T10:43:08.941846+01:00	15	46049,44662	Út	10	10:43
2026-01-27T11:00:14.497767+01:00	15	46049,4585	Út	11	11:00
2026-01-27T11:38:41.536870+01:00	11	46049,4852	Út	11	11:38
2026-01-27T11:59:48.208676+01:00	9	46049,49986	Út	11	11:59
2026-01-27T12:29:47.177689+01:00	14	46049,52068	Út	12	12:29
2026-01-27T12:47:35.523116+01:00	13	46049,53304	Út	12	12:47
2026-01-27T12:58:24.129359+01:00	11	46049,54056	Út	12	12:58
2026-01-27T13:58:27.481051+01:00	6	46049,58226	Út	13	13:58
2026-01-27T14:51:38.689001+01:00	22	46049,61919	Út	14	14:51
